hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
110478,212087,Gru,22,22,44.18,,-45,56,52.5,6.42,π1,,38,,,,,,,
109408,210204,Gru,22,9,57.82,,-48,6,27,6.43,,,29,,,,,,,
113784,217642,Gru,23,2,34.07,,-36,25,14.9,6.46,,,79,,,,,,,
112432,215504,Gru,22,46,28.22,,-49,41,6.4,6.49,,,65,,,,,,,
114937,219531,Gru,23,16,49.85,,-41,11,40,6.49,,,95,,,,,,,
80816,148856,Her,16,30,13.26,,21,29,22.7,2.78,β,27,,Kornephoros,1,,,,,
81693,150680,Her,16,41,17.48,,31,36,6.8,2.81,ζ,40,,Rutilicus,,,,,,
84379,156164,Her,17,15,1.92,,24,50,22.5,3.12,δ,65,,Sarin,,,,,,
84380,156283,Her,17,15,2.85,,36,48,33,3.16,π,67,,Fudail,,,,,,
84345,156014,Her,17,14,38.86,,14,23,24.9,3.31,α1,64,,Rasalgethi,1,,,,,
86974,161797,Her,17,46,27.72,,27,43,21,3.42,μ,86,,Melkarth,,,,,,
81833,150997,Her,16,42,53.74,,38,55,20.9,3.48,η,44,,Sofian,,,,,,
87933,163993,Her,17,57,45.83,,29,14,52.5,3.7,ξ,92,,Beraka,,,,,,
80170,147547,Her,16,21,55.24,,19,9,10.9,3.74,γ,20,,Biceps,,,,,,
86414,160762,Her,17,39,27.89,,46,0,22.8,3.82,ι,85,,Al Jathiyah,,,,,,
88794,166014,Her,18,7,32.55,,28,45,44.9,3.84,ο,103,,Atiyah,,,,,,
90139,169414,Her,18,23,41.77,,21,46,13.2,3.85,,109,,Cladus,,,,,,
87808,163770,Her,17,56,15.18,,37,15,1.9,3.86,θ,91,,Rukbalgethi Genubi,,,,,,
79992,147394,Her,16,19,44.45,,46,18,47.8,3.91,τ,22,,Rukbalgethi Shemali,,,,,,
83207,153808,Her,17,0,17.41,,30,55,34.8,3.92,ε,58,,Kajam,,,,,,
85112,157778,Her,17,23,40.97,,37,8,45.3,4.15,ρ,75,,,,,,,,
92043,173667,Her,18,45,39.73,,20,32,49.6,4.19,,110,,,,,,,,
81126,149630,Her,16,34,6.19,,42,26,12.8,4.2,σ,35,,,,,,,,
79101,145389,Her,16,8,46.2,,44,56,5.3,4.23,φ,11,,,,,,,,
88267,164668,Her,18,1,30.4,,21,35,44.5,4.26,,95,,,,,,,,
92161,173880,Her,18,47,1.22,,18,10,52.4,4.34,,111,,,,,,,,
88886,166182,Her,18,8,45.49,,20,48,52.5,4.37,,102,,,,,,,,
85693,158899,Her,17,30,44.3,,26,6,38.2,4.41,λ,76,,Maasym,,,,,,
87998,164136,Her,17,58,30.15,,30,11,21.4,4.41,ν,94,,,,,,,,
,175493,Her,18,54,46.1,,22,39,13,4.5,,113,,,,,,,,
,157779,Her,17,23,41,,37,8,45,4.52,ρ,75,,,,,,,,
80463,148112,Her,16,25,24.93,,14,2,0.3,4.57,ω,24,,Cujam,,,,,,
92818,175492,Her,18,54,44.88,,22,38,42.3,4.57,,113,,,,,,,,
77760,142373,Her,15,52,40.19,,42,27,0,4.6,χ,1,,,,,,,,
84606,156729,Her,17,17,40.29,,37,17,28.8,4.64,e,69,,,,,,,,
88128,164349,Her,18,0,3.42,,16,45,3.4,4.67,,93,,,,,,,,
78592,144206,Her,16,2,47.85,,46,2,12.7,4.72,υ,6,,,,,,,,
84573,156633,Her,17,17,19.57,,33,6,0.4,4.8,u,68,,,,,,,,
82321,152107,Her,16,49,14.2,,45,59,0.4,4.82,,52,,,,,,,,
80704,148783,Her,16,28,38.52,,41,52,54.1,4.83,g,30,,,,,,,,
81008,149161,Her,16,32,36.4,,11,29,17.6,4.84,h,29,,,,,,,,
81497,150450,Her,16,38,44.89,,48,55,41.8,4.86,,42,,,,,,,,
83613,154494,Her,17,5,22.66,,12,44,27.1,4.89,,60,,,,,,,,
89861,168720,Her,18,20,17.9,,21,57,41.2,4.92,,106,,,,,,,,
,164669,Her,18,1,30.4,,21,35,44,4.96,,95,,,,,,,,
88657,165625,Her,18,6,1.91,,22,13,8,4.96,,98,,,,,,,,
89172,167006,Her,18,11,54.17,,31,24,19,4.96,A,104,,,,,,,,
83430,154143,Her,17,3,7.86,,14,5,31.6,4.97,,32,,,,,,,,
79043,145001,Her,16,8,4.55,,17,2,49.2,5,κ,7,,Marsic,,,,,,
88788,166208,Her,18,7,28.74,,43,27,43.3,5,,,,,,,,,,
84833,157049,Her,17,20,18.87,,18,3,26,5.01,,,,,,,,V656,,
82504,152326,Her,16,51,45.26,,24,39,23.1,5.03,,51,,,,,,,,
88745,165908,Her,18,7,1.61,,30,33,42.7,5.05,b,99,,,,,,,,
83947,155410,Her,17,9,33.28,,40,46,37.3,5.07,,,,,,,,,,
87194,162211,Her,17,48,49.15,,25,37,22.7,5.09,,87,,,,,,,,
78481,143666,Her,16,1,14.35,,17,49,4.9,5.1,r,5,,,,,,,,
88899,166230,Her,18,8,52.86,,20,2,43,5.1,,101,,,,,,,,
89935,168914,Her,18,21,1.02,,28,52,11.4,5.12,t,107,,,,,,,,
84887,157198,Her,17,20,54.22,,24,29,58,5.13,,70,,,,,,,,
82073,151217,Her,16,45,49.89,,8,34,57.3,5.15,i,43,15,,,,,,,
87563,163217,Her,17,53,18.02,,40,0,28.2,5.17,f,90,,,,,,,,
82216,151525,Her,16,47,46.43,,5,14,48.6,5.22,l,45,16,,,,,,,
80843,148897,Her,16,30,33.6,,20,28,45.6,5.24,s,,,,,,,,,
88331,164852,Her,18,2,23.05,,20,50,1.1,5.25,,96,,,,,,,,
90067,169191,Her,18,22,49,,17,49,35.7,5.25,,,,,,,,,,
83313,154029,Her,17,1,36.36,,33,34,5.8,5.27,d,59,,,,,,,,
89773,168532,Her,18,19,10.67,,24,26,45.8,5.3,,105,,,,,,,,
82587,152598,Her,16,52,58.12,,31,42,6.2,5.34,,53,,,,,,,,
77907,142780,Her,15,54,37.88,,43,8,18.3,5.35,,2,,,,,,,,
82802,152879,Her,16,55,22.24,,18,25,59.5,5.35,,54,,,,,,,,
86182,160290,Her,17,36,37.63,,48,35,7.7,5.35,y,82,,,,,,,,
84821,157087,Her,17,20,9.83,,25,32,15.5,5.36,,,,,,,,,,
84862,157214,Her,17,20,39.47,,32,28,13,5.38,w,72,,,,,,,,
82764,152815,Her,16,54,55.14,,20,57,30.5,5.39,,,,,,,,,,
,156015,Her,17,14,39.2,,14,23,24,5.39,α2,64,,,,,,,,
83838,155103,Her,17,8,2.08,,35,56,6.8,5.41,c,,,,,,,,,
90023,169110,Her,18,22,8.69,,23,17,6,5.41,,,,,,,,,,
92614,174933,Her,18,52,16.43,,21,25,30.6,5.43,,112,,,,,,,,
79488,145892,Her,16,13,15.41,,5,1,16,5.46,,9,1,,,,,,,
87747,163506,Her,17,55,25.19,,26,2,59.9,5.47,,89,,,,,,,,
80008,147365,Her,16,19,55.24,,39,42,30.9,5.48,,,,,,,,,,
82402,151956,Her,16,50,19.35,,7,14,51.7,5.48,k,47,17,,,,,,,
88836,166229,Her,18,8,2.31,,36,24,6.2,5.49,,,,,,,,,,
84835,157325,Her,17,20,21.15,,46,14,26.4,5.51,,74,,,,,,,,
87308,162555,Her,17,50,22.87,,29,19,19.3,5.51,,,,,,,,,,
85385,158148,Her,17,26,49.13,,20,4,51.4,5.52,,,,,,,,,,
80460,148283,Her,16,25,24.17,,37,23,38.7,5.53,,25,,,,,,,,
86623,160910,Her,17,41,58.64,,15,57,7.8,5.54,,,,,,,,,,
84949,157482,Her,17,21,43.61,,39,58,29.3,5.55,,,,,,,,V819,,
83692,154733,Her,17,6,18.11,,22,5,3.3,5.56,,,,,,,,,,
86667,161074,Her,17,42,28.4,,24,33,51.5,5.56,,83,,,,,,,,
89008,166640,Her,18,9,58.99,,36,27,58.5,5.57,,,,,,,,,,
82028,151203,Her,16,45,22.51,,15,44,43.5,5.6,,,,,,,,,,
80953,149303,Her,16,31,47.23,,45,35,53.5,5.61,,,,,,,,,,
87044,161833,Her,17,47,8.04,,17,41,49.3,5.61,,,,,,,,,,
89925,168913,Her,18,20,56.97,,29,51,31.7,5.61,,108,,,,,,,,
87777,163547,Her,17,55,50.81,,22,27,51.2,5.62,,,,,,,,,,
91139,171745,Her,18,35,30.39,,23,36,19.9,5.62,,,,,,,,,,
81007,149121,Her,16,32,35.68,,5,31,16.4,5.63,n,28,9,,,,,,,
85715,158974,Her,17,30,55.37,,31,9,29.2,5.63,,,,,,,,,,
85912,159332,Her,17,33,22.84,,19,15,24.8,5.65,,,,,,,,,,
85790,159139,Her,17,31,49.57,,28,24,26.8,5.66,,78,,,,,,,,
84691,156874,Her,17,18,48.5,,28,49,22.7,5.68,,,,,,,,,,
85930,159353,Her,17,33,39.39,,16,19,3.7,5.68,,,,,,,,,,
83254,153834,Her,17,0,58.14,,22,37,55.7,5.69,,,,,,,,,,
87158,162076,Her,17,48,24.75,,20,33,55.5,5.69,,,,,,,,,,
88122,164646,Her,17,59,56.2,,45,30,5.3,5.69,,,,,,,,,,
92937,175743,Her,18,56,6.15,,18,6,20.9,5.69,,,,,,,,,,
85157,157728,Her,17,24,6.61,,22,57,37.3,5.7,,73,,,,,,,,
79666,146388,Her,16,15,28.68,,18,48,29.9,5.72,,16,,,,,,,,
85888,159501,Her,17,33,7.31,,41,14,37,5.72,,,,,,,,,,
88636,165683,Her,18,5,49.6,,32,13,50.6,5.72,,,,,,,,,,
77986,142926,Her,15,55,30.61,,42,33,58.1,5.73,,4,,,,,,,,
82422,152173,Her,16,50,38.96,,29,48,23.6,5.73,,50,,,,,,,,
86731,161239,Her,17,43,21.64,,24,19,39.5,5.73,,84,,,,,,,,
79349,145713,Her,16,11,38.05,,23,29,41.4,5.74,,10,,,,,,,,
85185,157740,Her,17,24,31.53,,16,18,3.9,5.75,,,,,,,,,,
80898,149009,Her,16,31,13.44,,22,11,43.6,5.76,,,,,,,,,,
83367,154084,Her,17,2,18.66,,25,30,19.4,5.76,,,,,,,,,,
86254,160181,Her,17,37,31.1,,24,18,35.9,5.76,,79,,,,,,,,
90762,170878,Her,18,31,4.47,,16,55,43,5.76,,,,,,,,,,
81641,150378,Her,16,40,38.69,,4,13,11.3,5.77,m,37,12,,,,,,,
88817,166046,Her,18,7,49.51,,26,5,50.2,5.79,,100,,,,,,,,
91118,171623,Her,18,35,12.59,,18,12,12.2,5.79,,,,,,,,,,
90342,169981,Her,18,25,58.77,,29,49,44.4,5.81,,,,,,,,,,
80351,147869,Her,16,24,10.83,,6,56,53.4,5.83,o,21,4,,,,,,,
81289,150030,Her,16,36,11.21,,46,36,48,5.83,,,,,,,,,,
85379,158414,Her,17,26,44.24,,48,15,36.3,5.83,x,77,,,,,,,,
88818,166045,Her,18,7,49.56,,26,6,4.4,5.83,,100,,,,,,,,
82172,151732,Her,16,47,19.74,,42,14,20.3,5.86,,,,,,,,V636,,
90637,170650,Her,18,29,35.71,,23,51,58.3,5.87,,,,,,,,,,
90915,171245,Her,18,32,46.15,,23,37,0.4,5.88,,,,,,,,,,
79357,145931,Her,16,11,47.6,,42,22,28.2,5.89,,,,,,,,,,
92312,174262,Her,18,48,53.38,,19,19,43.6,5.89,,,,,,,,,,
82350,151862,Her,16,49,34.67,,13,15,40.3,5.91,,,,,,,,,,
83478,154228,Her,17,3,39.31,,13,36,19.5,5.91,,,,,,,,,,
81729,150682,Her,16,41,36.7,,26,55,1.2,5.92,,39,,,,,,,,
79953,147352,Her,16,19,11.23,,49,2,17.1,5.93,,,,,,,,,,
85382,158261,Her,17,26,46.17,,34,41,44.5,5.94,,,,,,,,,,
84656,156891,Her,17,18,23.28,,38,48,40.4,5.97,,,,,,,,,,
89156,166988,Her,18,11,45.11,,33,26,49.3,5.98,,,,,,,,,,
82611,152812,Her,16,53,17.59,,47,24,59.4,5.99,,,,,,,,,,
84431,156284,Her,17,15,41.5,,23,44,33.7,5.99,,,,,,,,,,
84631,156653,Her,17,18,4.93,,17,19,4.5,6,,,,,,,,,,
87445,162989,Her,17,52,4.73,,39,58,55.1,6.01,,,,,,,,,,
88190,164614,Her,18,0,36.38,,33,12,49.5,6.01,,,,,,,,,,
89827,168694,Her,18,19,52.07,,29,39,59,6.01,,,,,,,,,,
81911,151087,Her,16,43,51.74,,34,2,19.2,6.02,,,,,,,,,,
88020,164280,Her,17,58,42.32,,36,17,16.5,6.03,,,,,,,,,,
78286,143584,Her,15,59,4.38,,49,52,52.2,6.04,,,,,,,,,,
80021,147266,Her,16,20,4.29,,21,7,57.9,6.04,,,,,,,,,,
86178,160054,Her,17,36,36.73,,30,47,6.7,6.04,,,,,,,,,,
89279,167370,Her,18,13,4.82,,38,46,24.5,6.04,,,,,,,,,,
86462,160677,Her,17,39,57.52,,31,12,8.8,6.05,,,,,,,,,,
82780,152863,Her,16,55,2.15,,25,43,50.6,6.06,,56,,,,,,,,
83504,154278,Her,17,3,58.03,,13,34,3.9,6.06,,,,,,,,,,
81670,150580,Her,16,41,0.6,,24,51,31.3,6.07,,,,,,,,,,
82012,151388,Her,16,45,11.8,,43,13,2.3,6.07,,,,,,,,,,
81659,150483,Her,16,40,51.36,,12,23,42.2,6.08,,,,,,,,,,
83494,154431,Her,17,3,53.62,,34,47,24.9,6.08,,,,,,,,,,
79332,145647,Her,16,11,28.74,,16,39,56.4,6.09,q,,,,,,,,,
85302,157967,Her,17,25,54.37,,16,55,3.1,6.09,,,,,,,,V640,,
89023,166479,Her,18,10,8.73,,16,28,35.8,6.09,,,,,,,,,,
80514,148228,Her,16,26,11.41,,11,24,26.9,6.11,,,,,,,,,,
83575,154732,Her,17,4,49.75,,48,48,14.9,6.11,,,,,,,,,,
86118,159834,Her,17,35,59.56,,20,59,46.6,6.11,,,,,,,,,,
84108,155860,Her,17,11,40.26,,49,44,46.7,6.12,,,,,,,,,,
79102,145122,Her,16,8,46.64,,17,12,20.6,6.13,,8,,,,,,,,
86096,159925,Her,17,35,42.36,,37,18,5.7,6.13,,,,,,,,,,
87192,162161,Her,17,48,47.88,,19,15,18,6.13,,,,,,,,,,
87341,162570,Her,17,50,48.37,,22,18,59,6.14,,,,,,,,,,
89298,167193,Her,18,13,16.53,,21,52,48.8,6.14,,,,,,,,,,
82426,152224,Her,16,50,43.13,,32,33,12.8,6.16,,,,,,,,,,
82355,152153,Her,16,49,40.57,,43,25,49.7,6.18,,,,,,,,,,
86809,161321,Her,17,44,17.25,,14,24,36.1,6.18,,,,,,,,V624,,
88277,164824,Her,18,1,35.89,,33,18,40.4,6.18,,,,,,,,,,
88604,165524,Her,18,5,30.13,,21,38,47.8,6.18,,,,,,,,,,
92131,173833,Her,18,46,41.35,,18,42,21.5,6.18,,,,,,,,,,
83462,154356,Her,17,3,30.19,,35,24,51,6.19,,61,,,,,,,,
83565,154441,Her,17,4,41.34,,19,35,56.8,6.19,,,,,,,,,,
92270,174160,Her,18,48,16.39,,23,30,53.2,6.19,,,,,,,,,,
92593,174853,Her,18,52,1.93,,13,57,56.4,6.19,,,,,,,,V822,,
84054,155514,Her,17,11,3.17,,24,14,15.4,6.2,,63,,,,,,,,
91159,171746,Her,18,35,53.19,,16,58,33.1,6.21,,,,,,,,,,
86732,161149,Her,17,43,22.02,,14,17,42.4,6.22,,,,,,,,,,
86925,161695,Her,17,45,40.23,,31,30,16.9,6.22,,,,,,,,,,
87850,163990,Her,17,56,48.51,,45,21,3.3,6.22,,,,,,,,OP,,
88346,164900,Her,18,2,30.16,,22,55,23.7,6.22,,97,,,,,,,,
90086,169223,Her,18,23,2.94,,16,41,16.9,6.22,,,,,,,,,,
89684,168270,Her,18,18,7.72,,18,7,54.1,6.24,,,,,,,,,,
79045,145000,Her,16,8,4.97,,17,3,16,6.25,κ,7,,,,,,,,
80888,149084,Her,16,31,2.79,,35,13,30.4,6.25,,,,,,,,,,
84599,156593,Her,17,17,35.86,,23,5,26.3,6.25,,,,,,,,,,
85181,157910,Her,17,24,27.13,,36,57,6.6,6.25,,,,,,,,,,
88415,165358,Her,18,3,8.87,,48,27,51.3,6.26,,,,,,,,,,
82987,153287,Her,16,57,31.04,,25,21,10.1,6.27,,57,,,,,,,,
83308,153882,Her,17,1,33.05,,14,56,59,6.27,,,,,,,,V451,,
90256,169718,Her,18,24,58.46,,27,23,41.3,6.27,,,,,,,,,,
88217,164507,Her,18,0,57.3,,15,5,37.7,6.28,,,,,,,,,,
82419,152262,Her,16,50,36.15,,41,53,46.8,6.29,,,,,,,,,,
78153,143209,Her,15,57,29.87,,39,41,41.9,6.3,,,,,,,,,,
79581,146084,Her,16,14,13.58,,5,54,6.8,6.3,,,2,,,,,,,
81425,150012,Her,16,37,48.03,,13,41,13.9,6.3,,,,,,,,,,
86506,160822,Her,17,40,41.23,,31,17,15.6,6.3,,,,,,,,,,
91958,173494,Her,18,44,40.29,,23,35,24.3,6.3,,,,,,,,,,
91279,171994,Her,18,37,9.05,,16,11,53.4,6.31,,,,,,,,,,
87895,163840,Her,17,57,14.34,,23,59,44.6,6.32,,,,,,,,,,
88754,166228,Her,18,7,6.29,,49,42,37.4,6.32,,,,,,,,,,
83816,155102,Her,17,7,46.71,,40,30,58.1,6.34,,,,,,,,,,
85187,157741,Her,17,24,33.8,,15,36,21.7,6.34,,,,,,,,,,
86546,160765,Her,17,41,11,,15,10,42.2,6.34,,,,,,,,,,
88528,165373,Her,18,4,40.2,,23,56,31.8,6.34,,,,,,,,V831,,
82798,152830,Her,16,55,15.97,,13,37,12,6.35,,,,,,,,V644,,
83007,153312,Her,16,57,42.3,,24,22,52.7,6.35,,,,,,,,,,
83493,154301,Her,17,3,52.67,,19,41,25.8,6.35,,,,,,,,,,
84938,157257,Her,17,21,33.45,,16,43,52.6,6.35,,,,,,,,,,
81337,149822,Her,16,36,42.95,,15,29,51.1,6.36,,,,,,,,V773,,
83013,153472,Her,16,57,50.19,,42,30,45.2,6.36,,,,,,,,,,
84855,157373,Her,17,20,33.6,,48,11,19.7,6.36,,,,,,,,,,
85934,159354,Her,17,33,42.77,,14,50,30.4,6.36,,,,,,,,V642,,
86501,160950,Her,17,40,37.52,,43,28,13.9,6.36,,,,,,,,,,
88929,166411,Her,18,9,10.18,,30,28,9.1,6.36,,,,,,,,,,
89246,167304,Her,18,12,42.62,,41,8,49,6.36,,,,,,,,,,
84934,157358,Her,17,21,31.23,,28,45,29.2,6.37,,,,,,,,,,
86153,159968,Her,17,36,21.42,,27,34,0.5,6.37,,,,,,,,V959,,
86537,160835,Her,17,41,5.5,,24,30,47.2,6.37,,,,,,,,,,
87434,163075,Her,17,52,0.88,,46,38,37.9,6.37,,,,,,,,,,
90337,169820,Her,18,25,55.23,,14,57,58.6,6.37,,,,,,,,V1343,,
82241,151627,Her,16,48,8.87,,13,35,25.2,6.38,,,,,,,,,,
82989,153226,Her,16,57,32.09,,13,53,2.2,6.38,,,,,,,,,,
85313,158067,Her,17,26,0.86,,26,52,43.3,6.38,,,,,,,,,,
86713,161369,Her,17,43,5.58,,44,5,3.2,6.38,,,,,,,,,,
88565,165645,Her,18,5,0.81,,41,56,45.8,6.38,,,,,,,,,,
88972,166620,Her,18,9,37.65,,38,27,32.1,6.38,,,,,,,,,,
86130,159926,Her,17,36,8.1,,28,11,6.1,6.4,,,,,,,,,,
83365,154126,Her,17,2,17.09,,31,53,2.6,6.41,,,,,,,,,,
88429,165029,Her,18,3,14.57,,19,36,47.4,6.41,,,,,,,,,,
81231,149632,Her,16,35,26.29,,17,3,26.4,6.42,,,,,,,,,,
88172,164447,Her,18,0,27.65,,19,30,20.8,6.42,,,,,,,,V974,,
85688,159026,Her,17,30,40.21,,38,52,55.8,6.43,,,,,,,,,,
87427,162734,Her,17,51,58.46,,15,19,34.6,6.43,,,,,,,,,,
80809,149081,Her,16,30,6.08,,48,57,40.4,6.44,,34,,,,,,,,
83834,155061,Her,17,8,0.7,,31,12,22.5,6.44,,,,,,,,,,
83593,154713,Her,17,5,4.94,,43,48,44.1,6.45,,,,,,,,,,
89683,168323,Her,18,18,7.72,,23,17,49,6.45,,,,,,,,,,
87045,162132,Her,17,47,8.05,,47,36,44,6.47,,,,,,,,,,
81404,149908,Her,16,37,33.76,,5,16,39.2,6.48,,,11,,,,,,,
81800,151044,Her,16,42,27.69,,49,56,12.1,6.48,,,,,,,,,,
85149,157853,Her,17,24,2.26,,38,34,57.7,6.48,,,,,,,,,,
88030,164429,Her,17,58,52.31,,45,28,34.2,6.48,,,,,,,,V771,,
90729,170829,Her,18,30,41.64,,20,48,56.5,6.49,,,,,,,,,,
90398,170111,Her,18,26,40.93,,26,26,57.2,6.5,,,,,,,,,,
19747,26967,Hor,4,14,0.08,,-42,17,37.9,3.85,α,,66,,,,,,,
13502,18242,Hor,2,53,52.9,,-49,53,25,4,,,,,,,,,,
19515,26612,Hor,4,10,50.43,,-41,59,37.5,4.93,δ,,63,,,,,,,
13884,18866,Hor,2,58,47.77,,-64,4,16.7,4.98,β,,32,,,,,,,
14240,19319,Hor,3,3,36.9,,-59,44,15.4,5.12,μ,,33,,,,,,,
12484,16920,Hor,2,40,39.58,,-54,32,59.7,5.21,ζ,,14,,,,,,,
13141,17848,Hor,2,49,1.37,,-62,48,23.7,5.25,ν,,21,,,,,,,
12225,16555,Hor,2,37,24.26,,-52,32,35.1,5.3,η,,11,,,,,,,
20161,27588,Hor,4,19,16.65,,-44,16,4.2,5.33,,,68,,,,,,,
11258,15233,Hor,2,24,53.99,,-60,18,41.9,5.36,λ,,3,,,,,,,
12653,17051,Hor,2,42,33.16,,-50,48,3,5.4,ι,,17,,,,,,,
16509,22231,Hor,3,32,34.72,,-50,22,43.9,5.67,,,45,,,,,,,
14930,20234,Hor,3,12,33.14,,-57,19,17.7,5.71,,,38,,,,,TW,,
17534,23719,Hor,3,45,15.88,,-47,21,34,5.72,,,51,,,,,,,
12871,17504,Hor,2,45,27.45,,-63,42,16.3,5.73,γ,,20,,,,,,,
10871,14641,Hor,2,19,54.25,,-55,56,41.4,5.81,,,1,,,,,,,
15305,20640,Hor,3,17,26.6,,-47,45,6.3,5.84,,,40,,,,,,,
18199,24706,Hor,3,53,33.3,,-46,53,36.9,5.93,,,55,,,,,,,
16339,21981,Hor,3,30,36.9,,-47,22,30.6,5.98,,,44,,,,,TU,,
13387,18185,Hor,2,52,18.95,,-62,54,34.6,6.03,,,23,,,,,,,
14749,19948,Hor,3,10,27.24,,-48,44,2.7,6.11,,,34,,,,,,,
12775,17254,Hor,2,44,10.6,,-52,34,14,6.15,,,18,,,,,,,
13518,18265,Hor,2,54,6.47,,-50,52,17.1,6.22,,,24,,,,,,,
12717,17326,Hor,2,43,26.47,,-66,42,50.6,6.23,,,19,,,,,,,
11925,16170,Hor,2,33,54.62,,-51,5,36.6,6.24,,,7,,,,,,,
11479,15646,Hor,2,28,4.34,,-64,17,59.2,6.35,,,5,,,,,,,
19721,26927,Hor,4,13,35.71,,-40,21,28.2,6.36,,,65,,,,,,,
11293,15379,Hor,2,25,26.48,,-66,29,38.5,6.39,,,4,,,,,TZ,,
15655,21011,Hor,3,21,33.43,,-47,46,35.9,6.4,,,41,,,,,,,
13429,18292,Hor,2,52,54.65,,-65,27,18.9,6.47,,,25,,,,,,,
17493,23670,Hor,3,44,50.47,,-48,3,40,6.49,,,50,,,,,,,
15884,21360,Hor,3,24,36.21,,-51,3,45.7,6.5,,,43,,,,,,,
17298,23308,Hor,3,42,9.92,,-45,57,28.5,6.5,,,48,,,,,,,
46390,81797,Hya,9,27,35.25,,-8,39,31.3,1.99,α,30,140,Alphard,1,,,,,
64962,115659,Hya,13,18,55.25,,-23,10,17.1,2.99,γ,46,345,Cauda Hydrae,,,,,,
43813,76294,Hya,8,55,23.68,,5,56,43.9,3.11,ζ,16,77,Hydrobius,,,,,,
52943,93813,Hya,10,49,37.43,,-16,11,38.9,3.11,ν,,254,Sherasiph,,,,,,
68895,123123,Hya,14,6,22.27,,-26,40,55.3,3.25,π,49,368,Sataghni,,,,,,
43109,74874,Hya,8,46,46.65,,6,25,8.1,3.38,ε,11,59,Ashlesha,,,,,,
56343,100407,Hya,11,33,0.26,,-31,51,27.1,3.54,ξ,,288,,,,,,,
49841,88284,Hya,10,10,35.4,,-12,21,13.8,3.61,λ,41,201,,,,,,,
51069,90432,Hya,10,26,5.51,,-16,50,9.9,3.83,μ,42,221,,,,,,,
45336,79469,Hya,9,14,21.79,,2,18,54.1,3.89,θ,22,108,,,,,,,
47431,83618,Hya,9,39,51.33,,-1,8,33.6,3.9,ι,35,170,Ukdah IV,,,,,,
41307,71155,Hya,8,25,39.67,,-3,54,22.9,3.91,c,30,19,,,,,,,
48356,85444,Hya,9,51,28.68,,-14,50,47.6,4.11,υ1,39,178,Chang,,,,,,
42313,73262,Hya,8,37,39.41,,5,42,13.7,4.14,δ,4,36,Mawtinah,,,,,,
57936,103192,Hya,11,52,54.56,,-33,54,29.3,4.29,β,,301,,,,,,,
42799,74280,Hya,8,43,13.49,,3,23,55.2,4.3,η,7,49,Minazal II,,,,,,
43067,74918,Hya,8,46,22.53,,-13,32,51.7,4.32,D,12,60,,,,,,,
43234,75137,Hya,8,48,25.98,,5,50,16.4,4.35,ρ,13,64,Minazal IV,,,,,,
72571,130694,Hya,14,50,17.47,,-27,57,36.8,4.42,E,58,387,,,,,,,
42402,73471,Hya,8,38,45.45,,3,20,29.3,4.45,σ,5,42,Minchir,,,,,,
46776,82446,Hya,9,31,58.93,,-1,11,4.8,4.54,τ2,32,152,Ukdah II,,,,,,
46509,81997,Hya,9,29,8.84,,-2,46,8.2,4.59,τ1,31,145,Ukdah I,,,,,,
49402,87504,Hya,10,5,7.49,,-13,3,52.8,4.6,υ2,40,194,,,,,,,
42835,74395,Hya,8,43,40.38,,-7,14,1.4,4.63,F,,51,,,,,,,
47310,83425,Hya,9,38,27.39,,4,38,57.9,4.68,,2,168,,,,,,,
56922,101431,Hya,11,40,12.82,,-34,44,40.8,4.7,ο,,293,,,,,,,
46371,81799,Hya,9,27,18.3,,-22,20,36.3,4.72,G,,141,,,,,,,
47522,83953,Hya,9,41,17.03,,-23,35,29.5,4.76,I,,174,,,,,,,
45751,80499,Hya,9,19,46.4,,-11,58,29.6,4.77,,26,122,,,,,,,
70306,125932,Hya,14,23,5.91,,-27,45,13.4,4.78,k,51,375,,,,,,,
45811,80586,Hya,9,20,29.03,,-9,33,20.3,4.8,P,27,124,,,,,,,
42662,74137,Hya,8,41,43.33,,-15,56,35.3,4.87,,9,47,,,,,,,
48559,85859,Hya,9,54,12.44,,-25,55,56.9,4.87,,,181,,,,,,,
51979,92036,Hya,10,37,13.8,,-27,24,45.7,4.87,,,241,,,,,,,
52009,92055,Hya,10,37,33.25,,-13,23,4,4.89,,,240,,,,,U,,
52085,92214,Hya,10,38,35.01,,-16,52,35.9,4.91,φ,,242,,,,,,,
54204,96202,Hya,11,5,20.03,,-27,17,36.9,4.92,χ1,,264,,,,,,,
47592,84117,Hya,9,42,14.67,,-23,54,58.4,4.93,,,175,,,,,,,
56280,100286,Hya,11,32,16.42,,-29,15,40.9,4.93,,17,284,,,,,,,
48615,85951,Hya,9,54,52.24,,-19,0,33.4,4.94,,,183,,,,,,,
64166,114149,Hya,13,9,3.28,,-23,7,4.7,4.94,ψ,45,341,,,,,,,
70753,126769,Hya,14,28,10.44,,-29,29,29.7,4.97,l,52,379,,,,,,,
42509,73840,Hya,8,40,1.52,,-12,28,31.3,4.98,a,6,44,,,,,,,
44659,77996,Hya,9,5,58.38,,5,5,32.4,4.99,ω,18,95,,,,,,,
46880,82734,Hya,9,33,12.47,,-21,6,56.7,5.02,,,160,,,,,,,
