hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
29569,42466,Aur,6,13,45.34,,51,10,21.4,6.07,,,,,,,,,,
26363,36891,Aur,5,36,52.42,,40,10,56.6,6.08,,,,,,,,,,
28677,40801,Aur,6,3,17.87,,42,54,42.8,6.08,,38,,,,,,,,
,42127,Aur,6,11,36.6,,48,42,40,6.09,,41,,,,,,,,
22955,31327,Aur,4,56,20.09,,36,10,6.8,6.1,,,,,,,,,,
26315,36719,Aur,5,36,15.95,,47,42,55.2,6.1,,,,,,,,,,
33041,50018,Aur,6,53,1.41,,38,52,8.9,6.1,,59,,,,,,,,
23511,32188,Aur,5,3,18.64,,41,26,30,6.11,,,,,,,,,,
28908,41330,Aur,6,6,8.62,,35,23,18.4,6.12,,,,,,,,,,
23583,32406,Aur,5,4,14.56,,30,29,40.6,6.14,,,,,,,,,,
28390,40083,Aur,5,59,47.95,,54,32,49.6,6.14,,,,,,,,,,
24740,34364,Aur,5,18,18.89,,33,46,2.7,6.15,,17,,,,,,AR,,
29025,41467,Aur,6,7,26.76,,41,51,15.6,6.15,,,,,,,,,,
24451,33654,Aur,5,14,44.27,,53,12,50.2,6.16,,,,,,,,,,
33269,50420,Aur,6,55,14.66,,43,54,36.2,6.16,,,,,,,,V352,,
25476,35519,Aur,5,26,54.33,,35,27,26.3,6.17,,,,,,,,,,
25475,35521,Aur,5,26,51.28,,33,15,44.2,6.18,,,,,,,,,,
28517,40588,Aur,6,1,10.06,,31,2,4.3,6.18,,,,,,,,,,
34462,53925,Aur,7,8,36.25,,37,26,42.5,6.19,,,,,,,,,,
23799,32655,Aur,5,6,49.56,,43,10,29,6.2,,,,,,,,,,
25730,35984,Aur,5,29,40.63,,29,11,11.7,6.2,,,,,,,,,,
26779,37394,Aur,5,41,20.33,,53,28,56.4,6.21,,,,,,,,V538,,
28438,40325,Aur,6,0,18.92,,44,35,31.6,6.21,,,,,,,,,,
32190,48073,Aur,6,43,13.72,,37,8,50.7,6.21,,,,,,,,,,
24771,34332,Aur,5,18,40.32,,40,27,54.6,6.22,,,,,,,,,,
26718,37536,Aur,5,40,42.05,,31,55,14.2,6.23,,,,,,,,NO,,
28644,40832,Aur,6,2,55.12,,32,38,10.4,6.23,,,,,,,,,,
28861,41269,Aur,6,5,33.9,,33,35,56.7,6.23,,,,,,,,,,
33056,49949,Aur,6,53,7.57,,44,50,24.3,6.24,,,,,,,,,,
26071,36499,Aur,5,33,38.23,,34,43,32.2,6.27,,,,,,,,,,
27661,39045,Aur,5,51,25.74,,32,7,28.9,6.28,,,,,,,,V440,,
29404,42083,Aur,6,11,45.91,,52,38,50.5,6.28,,,,,,,,,,
27625,38765,Aur,5,50,56.22,,51,30,52.9,6.29,,,,,,,,,,
25290,35238,Aur,5,24,38.44,,31,13,26.2,6.3,,,,,,,,,,
27319,38358,Aur,5,47,14.68,,42,31,37.1,6.3,,,,,,,,,,
33271,50384,Aur,6,55,15.21,,45,49,35.7,6.31,,,,,,,,,,
28820,41162,Aur,6,5,2.58,,37,57,51.4,6.32,,,,,,,,,,
33064,50037,Aur,6,53,13.37,,38,26,18.4,6.32,ψ8,60,,Dolones VIII,,,,,,
29949,43380,Aur,6,18,16.86,,46,21,38.7,6.33,,43,,,,,,,,
35623,56941,Aur,7,21,3.11,,42,39,21.6,6.33,,,,,,,,,,
29114,41636,Aur,6,8,23.14,,41,3,21,6.34,,,,,,,,,,
28117,39866,Aur,5,56,33.77,,28,56,32.2,6.35,,,,,,,,,,
31889,47270,Aur,6,39,57.87,,44,0,50.8,6.35,,,,,,,,,,
26463,37138,Aur,5,37,45.8,,33,33,33,6.36,,,,,,,,,,
32268,48272,Aur,6,44,12.52,,36,6,33.3,6.37,,,,,,,,,,
25810,36041,Aur,5,30,45.07,,39,49,33.6,6.38,,,,,,,,,,
28642,40722,Aur,6,2,53.49,,43,22,42.3,6.38,,,,,,,,,,
28765,40873,Aur,6,4,29.11,,51,34,24.6,6.39,,,,,,,,,,
26781,37646,Aur,5,41,20.97,,29,29,14.9,6.4,,,,,,,,,,
27777,39182,Aur,5,52,39.67,,39,34,29,6.4,,,,,,,,,,
35725,57263,Aur,7,22,13.41,,38,59,45.7,6.4,,,,,,,,,,
25580,35681,Aur,5,28,0.92,,33,45,51.2,6.41,,,,,,,,,,
30200,44092,Aur,6,21,11.91,,29,32,27.3,6.41,,,,,,,,,,
24193,33463,Aur,5,11,38.31,,29,54,13.1,6.42,,,,,,,,,,
28385,40062,Aur,5,59,45.83,,55,19,15.9,6.42,,,,,,,,,,
30741,45192,Aur,6,27,35.52,,32,33,47.2,6.43,,,,,,,,,,
26592,37250,Aur,5,39,8.72,,41,21,31.9,6.44,,,,,,,,,,
25192,35076,Aur,5,23,22.86,,28,56,12.6,6.45,,22,,,,,,,,
23268,31780,Aur,5,0,23.21,,39,39,16.8,6.46,,6,,,,,,,,
33133,50204,Aur,6,53,57.07,,38,30,18.3,6.46,,61,,,,,,,,
27293,38229,Aur,5,47,0.06,,51,31,15.5,6.47,,,,,,,,,,
28162,39743,Aur,5,57,4.9,,49,1,46,6.47,,,,,,,,V403,,
24332,33632,Aur,5,13,17.55,,37,20,15.5,6.48,,,,,,,,,,
32040,47703,Aur,6,41,37.77,,35,55,55.2,6.48,,,,,,,,,,
33453,51021,Aur,6,57,18.5,,37,23,41,6.48,,,,,,,,,,
35317,56171,Aur,7,17,42.65,,38,52,34.8,6.48,,,,,,,,,,
22003,29867,Aur,4,43,48.27,,32,51,56,6.49,,,,,,,,,,
23724,32608,Aur,5,6,0.93,,35,56,11.1,6.49,,,,,,,,,,
24832,34499,Aur,5,19,23.72,,33,59,7.6,6.49,,18,,,,,,,,
24881,34498,Aur,5,20,2.32,,44,25,31.5,6.49,,,,,,,,,,
25301,35202,Aur,5,24,44.8,,36,11,59.9,6.49,,,,,,,,,,
28634,40650,Aur,6,2,45.11,,47,48,33.5,6.49,,,,,,,,,,
32746,49364,Aur,6,49,44.3,,37,30,45.8,6.49,,,,,,,,,,
26054,36484,Aur,5,33,27.41,,32,48,4.7,6.5,,,,,,,,,,
27164,38200,Aur,5,45,29.59,,31,19,29.5,6.5,,,,,,,,,,
69673,124897,Boo,14,15,40.35,,19,11,14.2,-0.05,α,16,,Arcturus,1,,,,,
72105,129988,Boo,14,44,59.25,,27,4,27,2.35,ε,36,,Izar,1,,,,,
67927,121370,Boo,13,54,41.12,,18,23,54.9,2.68,η,8,,Muphrid,1,,,,,
71075,127762,Boo,14,32,4.76,,38,18,28.4,3.04,γ,27,,Seginus,1,,,,,
74666,135722,Boo,15,15,30.1,,33,18,54.4,3.46,δ,49,,Princeps,,,,,,
73555,133208,Boo,15,1,56.79,,40,23,26.3,3.49,β,42,,Nekkar,1,,,,,
71053,127665,Boo,14,31,49.86,,30,22,16.1,3.57,ρ,25,,Hemelein I,,,,,,
71795,129246,Boo,14,41,8.92,,13,43,42,3.78,ζ,30,,,,,,,,
70497,126660,Boo,14,25,12.02,,51,51,6.2,4.04,θ,23,,Asellus I,,,,,,
67459,120477,Boo,13,49,28.7,,15,47,52.1,4.05,υ,5,,,,,,,,
69732,125162,Boo,14,16,23.18,,46,5,16.5,4.18,λ,19,,Aulad al Thiba,,,,,,
75411,137391,Boo,15,24,29.54,,37,22,37.1,4.31,μ1,51,,Alkalurops,,,,,,
,129247,Boo,14,41,8.9,,13,43,42,4.43,ζ,30,,,,,,,,
71284,128167,Boo,14,34,40.69,,29,44,41.3,4.47,σ,28,,Hemelein II,,,,,,
71762,129174,Boo,14,40,43.56,,16,25,5.9,4.49,π1,29,,,,,,,,
67275,120136,Boo,13,47,16.04,,17,27,24.4,4.5,τ,4,,,,,,,,
73745,133582,Boo,15,4,26.86,,26,56,51.6,4.52,ψ,43,,Nadlat,,,,,,
69483,124675,Boo,14,13,28.95,,51,47,24,4.53,κ2,17,,Asellus III,,,,,,
72659,131156,Boo,14,51,23.28,,19,6,2.3,4.54,ξ,37,,,,,,,,
72125,129972,Boo,14,45,14.5,,16,57,51.9,4.6,ο,35,,,,,,,,
69713,125161,Boo,14,16,10.07,,51,22,1.3,4.75,ι,21,,Asellus II,,,,,,
69879,125351,Boo,14,17,59.82,,35,30,34.1,4.8,A,,,,,,,,,
71995,129712,Boo,14,43,25.37,,26,31,40.4,4.8,,34,,,,,,W,,
73568,133124,Boo,15,2,6.51,,25,0,29.7,4.8,ω,41,,,,,,,,
69226,123999,Boo,14,10,23.95,,25,5,30.6,4.82,d,12,,,,,,,,
73695,133640,Boo,15,3,47.68,,47,39,14.5,4.83,i,44,,,,,,,,
70027,125560,Boo,14,19,45.32,,16,18,24.5,4.84,,20,,,,,,,,
70327,126128,Boo,14,23,22.74,,8,26,47.9,4.86,,,,,,,,,,
71832,129312,Boo,14,41,38.76,,8,9,42.3,4.86,,31,6,,,,,,,
67480,120539,Boo,13,49,42.82,,21,15,50.6,4.92,e,6,,,,,,,,
73996,134083,Boo,15,7,17.95,,24,52,10.5,4.93,c,45,,,,,,,,
76041,138629,Boo,15,31,46.99,,40,53,57.7,4.98,ν2,53,,,,,,,,
68103,121710,Boo,13,56,34.16,,27,29,31.9,5.02,,9,,,,,,,,
75973,138481,Boo,15,30,55.75,,40,49,59,5.04,ν1,52,,,,,,,,
69038,123657,Boo,14,7,55.75,,43,51,16.3,5.13,,,,,,,,BY,,
73909,134190,Boo,15,6,16.67,,54,33,22.6,5.24,,,,,,,,,,
76534,139641,Boo,15,37,49.55,,40,21,11.8,5.25,φ,54,,Ceginus,,,,,,
69068,123782,Boo,14,8,17.36,,49,27,28.9,5.26,,13,,,,,,CF,,
74596,135502,Boo,15,14,29.21,,29,9,51.2,5.28,χ,48,,,,,,,,
69612,124679,Boo,14,14,50.86,,10,6,3.6,5.29,,15,,,,,,,,
75178,136849,Boo,15,21,48.61,,32,56,1.2,5.38,,50,,,,,,,,
71618,129002,Boo,14,38,50.28,,44,24,16.4,5.39,,33,,,,,,,,
70602,126661,Boo,14,26,27.41,,19,13,36.6,5.4,f,22,,,,,,,,
69989,125451,Boo,14,19,16.22,,13,0,15.8,5.41,,18,,,,,,,,
75572,137704,Boo,15,26,17.46,,34,20,9.1,5.46,,,,,,,,,,
72582,131111,Boo,14,50,29.8,,37,16,18.5,5.47,,,,,,,,,,
76957,140728,Boo,15,42,50.82,,52,21,39,5.48,,,,,,,,BP,,
73634,133392,Boo,15,3,6.08,,35,12,20.8,5.52,,,,,,,,,,
69536,124570,Boo,14,14,5.33,,12,57,34.5,5.53,,14,,,,,,,,
71837,129336,Boo,14,41,43.62,,11,39,39.4,5.55,,32,,,,,,,,
75257,137071,Boo,15,22,37.37,,39,34,53.4,5.56,,,,,,,,,,
66640,118889,Boo,13,39,34.68,,10,44,46.7,5.57,,,,,,,,,,
70791,127243,Boo,14,28,38.09,,49,50,41.9,5.58,g,24,,,,,,,,
73841,133962,Boo,15,5,25.89,,48,9,3.2,5.59,k,47,,,,,,,,
66763,119126,Boo,13,41,2.36,,22,29,45,5.63,,2,,,,,,,,
73100,132254,Boo,14,56,22.94,,49,37,44.4,5.63,,,,,,,,,,
73369,132772,Boo,14,59,36.97,,39,15,54.8,5.64,,40,,,,,,,,
75043,136729,Boo,15,20,5.14,,51,57,30.6,5.65,,,,,,,,,,
74087,134320,Boo,15,8,23.78,,26,18,4.3,5.67,b,46,,,,,,,,
72524,131041,Boo,14,49,41.36,,48,43,14,5.68,,39,,,,,,,,
67787,121107,Boo,13,53,12.95,,17,55,58.3,5.71,,7,,,,,,,,
66417,118508,Boo,13,36,59.1,,24,36,47.9,5.72,,,,,,,,,,
72012,129846,Boo,14,43,44.44,,40,27,33.1,5.72,,,,,,,,,,
73166,132146,Boo,14,57,11.68,,16,23,17.3,5.72,,,,,,,,,,
66727,119055,Boo,13,40,40.5,,19,57,20.4,5.73,,1,,,,,,,,
71280,128333,Boo,14,34,39.66,,49,22,5.6,5.74,,,,,,,,CH,,
71568,128902,Boo,14,38,12.67,,43,38,31.4,5.74,,,,,,,,,,
68276,121996,Boo,13,58,38.93,,21,41,46.8,5.76,,10,,,,,,,,
72487,130945,Boo,14,49,18.68,,46,6,59,5.76,h,38,,Merga,,,,,,
76568,139798,Boo,15,38,16.14,,46,47,52.8,5.76,,,,,,,,,,
72208,130144,Boo,14,46,6,,15,7,54.3,5.78,,,,,,,,EK,,
72552,130917,Boo,14,49,58.39,,28,36,57,5.8,,,,,,,,,,
74096,134335,Boo,15,8,35.56,,25,6,31.1,5.82,,,,,,,,,,
71573,128998,Boo,14,38,15.21,,54,1,24.2,5.83,,,,,,,,,,
69829,125180,Boo,14,17,28.44,,15,15,48.1,5.84,,,,,,,,CY,,
76594,139906,Boo,15,38,34.2,,50,25,24.1,5.84,,,,,,,,,,
72567,130948,Boo,14,50,15.72,,23,54,42.4,5.86,,,,,,,,HP,,
,129175,Boo,14,40,43.9,,16,25,4,5.88,π2,29,,,,,,,,
71571,128750,Boo,14,38,14.01,,18,17,54.7,5.9,,,,,,,,,,
73087,131951,Boo,14,56,13.24,,14,26,46.6,5.9,,,,,,,,,,
71115,127739,Boo,14,32,32.62,,22,15,35.9,5.91,,26,,,,,,,,
71759,129153,Boo,14,40,42.36,,13,32,3.7,5.93,,,,,,,,,,
70384,126200,Boo,14,24,0.88,,8,14,38.4,5.94,,,4,,,,,,,
67239,120064,Boo,13,46,43.33,,25,42,8.6,5.97,,3,,,,,,,,
,124953,Boo,14,16,4.2,,18,54,43,5.98,,,,,,,,CN,,
68498,122365,Boo,14,1,20.41,,8,53,41.7,5.98,,,1,,,,,,,
74561,135438,Boo,15,14,6.01,,31,47,16.5,5.98,,,,,,,,,,
71094,127726,Boo,14,32,20.27,,26,40,38.4,6,,,,,,,,,,
72848,131511,Boo,14,53,24.04,,19,9,8.2,6,,,,,,,,DE,,
68279,121980,Boo,13,58,39.95,,14,38,57.9,6.01,,,,,,,,,,
71277,128198,Boo,14,34,38.52,,36,37,34.2,6.02,,,,,,,,,,
74000,134064,Boo,15,7,20.34,,18,26,31,6.03,,,,,,,,,,
70892,127304,Boo,14,29,49.68,,31,47,28.2,6.06,,,,,,,,,,
75369,137390,Boo,15,24,5.13,,45,16,15.7,6.07,,,,,,,,,,
67714,120934,Boo,13,52,18.39,,12,9,54.6,6.1,,,,,,,,,,
66992,119584,Boo,13,43,45.13,,22,42,1.8,6.12,,,,,,,,,,
73068,132029,Boo,14,55,58.63,,32,18,0.3,6.12,,,,,,,,,,
74571,135530,Boo,15,14,10.29,,42,10,17.2,6.12,,,,,,,,,,
71729,129132,Boo,14,40,21.88,,21,58,32.8,6.13,,,,,,,,,,
69316,124186,Boo,14,11,15.14,,32,17,44.9,6.14,,,,,,,,,,
75093,136751,Boo,15,20,41.65,,44,26,4.7,6.14,,,,,,,,,,
72139,130025,Boo,14,45,20.58,,18,53,5.7,6.15,,,,,,,,,,
72412,130603,Boo,14,48,23.41,,24,22,0.3,6.15,,,,,,,,,,
72469,130817,Boo,14,49,6.93,,37,48,39.3,6.15,,,,,,,,,,
75770,138213,Boo,15,28,44.41,,47,12,5.4,6.15,,,,,,,,,,
66860,119288,Boo,13,42,12.98,,8,23,19,6.16,,,,,,,,,,
68030,121560,Boo,13,55,50.17,,14,3,23.3,6.16,,,,,,,,,,
74121,134323,Boo,15,8,53.54,,13,14,6.2,6.16,,,,,,,,,,
68594,122563,Boo,14,2,31.96,,9,41,10.6,6.18,,,,,,,,,,
69818,125349,Boo,14,17,21.16,,51,18,26.6,6.19,,,,,,,,,,
70414,126271,Boo,14,24,18.34,,8,5,5.4,6.19,,,5,,,,,,,
74514,135402,Boo,15,13,35.59,,38,15,53.3,6.19,,,,,,,,,,
70310,126141,Boo,14,23,6.92,,25,20,16.9,6.22,,,,,,,,,,
70762,127065,Boo,14,28,16.46,,36,11,49.3,6.22,,,,,,,,,,
68478,122405,Boo,14,1,10.53,,27,23,11.6,6.23,,11,,,,,,,,
69569,124755,Boo,14,14,23.57,,41,31,8.5,6.23,,,,,,,,,,
68687,122744,Boo,14,3,36.79,,7,32,46.4,6.25,,,2,,,,,,,
69751,125040,Boo,14,16,32.93,,20,7,19.5,6.25,,,,,,,,,,
68682,122742,Boo,14,3,32.3,,10,47,15.1,6.27,,,,,,,,,,
72124,130084,Boo,14,45,13.68,,32,47,18.6,6.27,,,,,,,,,,
70517,126597,Boo,14,25,29.15,,38,23,35.2,6.28,,,,,,,,,,
73464,132879,Boo,15,0,52.28,,22,2,44.1,6.29,,,,,,,,,,
69862,125406,Boo,14,17,49.21,,48,0,7.5,6.32,,,,,,,,,,
71243,128093,Boo,14,34,11.63,,32,32,4.1,6.32,,,,,,,,,,
70029,125642,Boo,14,19,47.72,,38,47,38.7,6.33,,,,,,,,,,
74083,134493,Boo,15,8,19.54,,50,3,18,6.33,,,,,,,,,,
73454,133029,Boo,15,0,38.73,,47,16,38.7,6.35,,,,,,,,BX,,
73941,134044,Boo,15,6,35.19,,36,27,21.5,6.35,,,,,,,,,,
68516,122443,Boo,14,1,36.84,,17,40,6.9,6.36,,,,,,,,,,
70873,127334,Boo,14,29,36.68,,41,47,47.2,6.36,,,,,,,,,,
69592,124713,Boo,14,14,40.94,,21,52,24.3,6.38,,,,,,,,,,
69735,125111,Boo,14,16,24.38,,39,44,40.9,6.38,,,,,,,,,,
70385,126307,Boo,14,24,1.98,,27,24,47.5,6.39,,,,,,,,,,
71168,127986,Boo,14,33,20.27,,36,57,33.1,6.39,,,,,,,,,,
71406,128402,Boo,14,36,6.88,,23,15,1.1,6.39,,,,,,,,,,
71857,129430,Boo,14,41,54.24,,21,7,25.3,6.4,,,,,,,,,,
72846,131473,Boo,14,53,23.36,,15,42,18.4,6.41,,,,,,,,,,
67104,119784,Boo,13,45,13.47,,10,19,31.5,6.42,,,,,,,,,,
69585,124678,Boo,14,14,35.66,,13,58,30.9,6.45,,,,,,,,,,
70051,125658,Boo,14,20,8.67,,30,25,44.9,6.45,,,,,,,,,,
66594,118839,Boo,13,39,2.31,,18,15,55.3,6.46,,,,,,,,,,
69958,125632,Boo,14,18,55.93,,54,51,49.6,6.47,,,,,,,,,,
74690,135944,Boo,15,15,50.68,,50,56,18.8,6.47,,,,,,,,,,
66522,118660,Boo,13,38,7.86,,14,18,7.1,6.49,,,,,,,,,,
72508,131040,Boo,14,49,32.37,,51,22,28.2,6.49,,,,,,,,,,
69704,125076,Boo,14,16,2.41,,45,33,58,6.5,,,,,,,,,,
70236,126009,Boo,14,22,14.03,,29,22,11.9,6.5,,,,,,,,CI,,
73156,132145,Boo,14,57,3.61,,21,33,19.7,6.5,,,,,,,,,,
21770,29875,Cae,4,40,33.82,,-41,51,48.9,4.44,α,,9,,,,,,,
23595,32831,Cae,5,4,24.31,,-35,28,58.3,4.55,γ1,,28,,,,,,,
21861,29992,Cae,4,42,3.45,,-37,8,41.2,5.04,β,,10,,,,,,,
21060,28873,Cae,4,30,50.1,,-44,57,13.5,5.07,δ,,7,,,,,,,
21958,30080,Cae,4,43,9.31,,-30,45,55.4,5.66,,,12,,,,,,,
22573,31093,Cae,4,51,28.2,,-34,54,22.4,5.82,,,19,,,,,,,
23446,32515,Cae,5,2,22.81,,-31,46,17.5,5.92,,,26,,,,,,,
23377,32453,Cae,5,1,34.53,,-39,43,5.3,6.02,,,25,,,,,,,
22144,30432,Cae,4,45,55.5,,-39,21,23.7,6.04,,,15,,,,,,,
22488,30985,Cae,4,50,16.18,,-41,19,15.6,6.06,ν,,18,,,,,,,
20781,28454,Cae,4,27,5.92,,-46,56,48.6,6.1,,,3,,,,,,,
22847,31529,Cae,4,54,54.82,,-39,37,43.2,6.11,,,22,,,,,,,
20934,28700,Cae,4,29,20.04,,-46,30,55.3,6.13,,,5,,,,,,,
21998,30202,Cae,4,43,44.26,,-41,3,53.3,6.24,λ,,13,,,,,,,
23555,32820,Cae,5,3,53.94,,-41,44,43.2,6.3,,,27,,,,,,,
23596,32846,Cae,5,4,26.14,,-35,42,18.7,6.32,γ2,,,,,,,,,
22280,30608,Cae,4,47,49.56,,-30,1,14.2,6.35,ζ,,16,,,,,,,
20630,28246,Cae,4,25,19.1,,-44,9,39.8,6.38,,,1,,,,,,,
21525,29559,Cae,4,37,19.25,,-41,52,23,6.4,,,8,,,,,,,
20856,28552,Cae,4,28,9.48,,-41,57,35.4,6.41,,,4,,,,,RV,,
23522,31910,Cam,5,3,25.1,,60,26,32.2,4.03,β,10,,,,,,,,
16228,21291,Cam,3,29,4.13,,59,56,25.2,4.21,B,,,,,,,CS,,
22783,30614,Cam,4,54,3.01,,66,20,33.6,4.26,α,9,,Shaou Wei,,,,,,
17884,23475,Cam,3,49,31.29,,65,31,33.6,4.39,,,,,,,,BE,,
23040,31278,Cam,4,57,17.22,,53,45,7.5,4.43,,7,,,,,,,,
16281,21389,Cam,3,29,54.75,,58,52,43.5,4.55,C,,,,,,,CE,,
33694,49878,Cam,7,0,3.85,,76,58,38.8,4.55,M,,,,,,,,,
17959,23401,Cam,3,50,21.48,,71,19,56.5,4.59,γ,,,,,,,,,
15520,20336,Cam,3,19,59.26,,65,39,8.4,4.74,A,,,Shang Ching,,,,,,
29997,42818,Cam,6,18,50.78,,69,19,12.1,4.76,L,,,,,,,BK,,
17587,23089,Cam,3,46,2.33,,63,20,42.2,4.78,,,,,,,,,,
36547,55966,Cam,7,31,4.48,,82,24,41.6,4.92,,,,,,,,,,
18505,24479,Cam,3,57,25.44,,63,4,20.1,4.95,H,,,,,,,VZ,,
18488,24480,Cam,3,57,8.29,,61,6,32.1,4.99,,,,,,,,,,
19018,25291,Cam,4,4,27.16,,59,9,19.8,5,,,,,,,,,,
17296,22649,Cam,3,42,9.35,,63,13,0.3,5.06,,,,,,,,BD,,
21727,29317,Cam,4,39,54.69,,53,4,46.5,5.07,,3,,,,,,,,
25110,33564,Cam,5,22,33.78,,79,13,50.7,5.08,K,,,,,,,,,
16292,21447,Cam,3,30,0.23,,55,27,6.6,5.09,D,,,,,,,,,
33104,49340,Cam,6,53,42.24,,68,53,17.9,5.11,,43,,Shang Wei,,,,,,
15890,20797,Cam,3,24,40.56,,64,35,9.6,5.13,,,,,,,,CQ,,
32864,48879,Cam,6,50,57.09,,67,34,18.9,5.14,,42,,,,,,,,
59504,106112,Cam,12,12,11.91,,77,36,58.3,5.14,N,,,,,,,,,
19949,26764,Cam,4,16,43.11,,53,36,42.5,5.2,,,,,,,,,,
27971,39220,Cam,5,54,57.83,,59,53,18.3,5.2,,31,,,,,,,,
23734,32343,Cam,5,6,8.46,,58,58,20.6,5.22,,11,,,,,,,,
25197,34787,Cam,5,23,27.83,,57,32,40.3,5.24,,16,,,,,,,,
51502,90089,Cam,10,31,5.02,,82,33,30.7,5.25,,,,,,,,,,
20266,27022,Cam,4,20,40.36,,65,8,25.6,5.26,,,,,,,,,,
22287,30121,Cam,4,48,0.22,,56,45,27.1,5.29,,4,,,,,,,,
29246,41597,Cam,6,9,58.99,,58,56,8.3,5.35,,37,,,,,,,,
21730,29316,Cam,4,39,58.03,,53,28,23.7,5.36,,2,,,,,,,,
29490,41927,Cam,6,12,51.05,,65,43,6.6,5.36,,36,,,,,,,,
29730,42633,Cam,6,15,40.51,,59,59,56.5,5.37,,40,,,,,,,,
39117,64307,Cam,8,0,11.76,,73,55,4.8,5.37,,,,,,,,,,
62572,112028,Cam,12,49,13.8,,83,24,46.3,5.38,,,,Tien Chu,,,,,,
39538,64486,Cam,8,4,47.19,,79,28,47.1,5.39,,,,,,,,,,
17854,23277,Cam,3,49,13.7,,70,52,16.3,5.4,,,,,,,,,,
20376,27245,Cam,4,21,47.58,,60,44,9.2,5.4,,,,,,,,,,
25769,35583,Cam,5,30,10.21,,63,4,2,5.43,,17,,,,,,,,
24254,32650,Cam,5,12,22.45,,73,56,48.3,5.44,,,,,,,,BN,,
32439,46588,Cam,6,46,14.47,,79,33,58.6,5.44,,,,,,,,,,
22626,30442,Cam,4,52,5.17,,63,30,20.3,5.47,,,,,,,,,,
22854,30958,Cam,4,55,3.14,,55,15,32.9,5.52,,5,,,,,,,,
51384,89571,Cam,10,29,42.21,,84,15,7.6,5.52,,,,,,,,,,
40793,68375,Cam,8,19,32.21,,75,45,24.7,5.55,,,,,,,,,,
26882,37289,Cam,5,42,26.45,,65,41,51.7,5.62,,,,,,,,,,
36528,58425,Cam,7,30,52.7,,68,27,56.6,5.63,,,,,,,,,,
24914,34255,Cam,5,20,22.61,,62,39,13.4,5.64,,,,,,,,,,
19968,26670,Cam,4,16,53.55,,61,51,0.1,5.69,,,,,,,,,,
33827,50885,Cam,7,1,21.4,,70,48,30,5.69,,,,,,,,,,
19983,26755,Cam,4,17,8.07,,57,51,37.7,5.72,,,,,,,,,,
17342,22764,Cam,3,42,42.73,,59,58,9.8,5.74,,,,,,,,,,
65595,117566,Cam,13,26,57.22,,78,38,37.7,5.74,,,,,,,,,,
22936,31134,Cam,4,56,7.08,,52,52,11,5.75,,,,,,,,,,
31940,45866,Cam,6,40,28.84,,77,59,44.9,5.75,,,,,,,,,,
21148,28446,Cam,4,32,1.84,,53,54,39,5.78,,1,,,,,,DL,,
58952,104985,Cam,12,5,14.74,,76,54,21.4,5.78,,,,,,,,,,
17585,23005,Cam,3,46,0.82,,67,12,6.8,5.79,,,,,,,,,,
18217,24141,Cam,3,53,43.19,,57,58,31.3,5.8,,,,,,,,,,
24732,33541,Cam,5,18,13.25,,73,16,5.3,5.81,,,,,,,,,,
17891,23523,Cam,3,49,36.62,,63,17,49.6,5.82,,,,,,,,,,
19129,25274,Cam,4,6,3.17,,68,40,47.9,5.88,,,,,,,,,,
31946,46509,Cam,6,40,32.24,,71,44,55.5,5.88,,,,,,,,,,
20380,27322,Cam,4,21,51.82,,56,30,22.7,5.91,,,,,,,,,,
21452,28780,Cam,4,36,24.23,,64,15,41.8,5.91,,,,,,,,,,
62561,112014,Cam,12,49,6.79,,83,25,4.1,5.92,,,,,,,,,,
66878,120565,Cam,13,42,22.94,,82,45,9,5.92,,,,,,,,,,
27249,38091,Cam,5,46,30.37,,56,6,56.6,5.93,,26,,,,,,,,
37949,62066,Cam,7,46,40.04,,65,27,20.3,5.93,,51,,,,,,,,
21247,28204,Cam,4,33,30.62,,72,31,43.8,5.94,,,,,,,,,,
22361,29678,Cam,4,48,50.26,,75,56,29.6,5.96,,,,,,,,,,
16599,21819,Cam,3,33,39.1,,54,58,29.5,5.98,,,,,,,,,,
23766,32356,Cam,5,6,29.66,,61,10,11.8,6,,,,,,,,,,
59384,105943,Cam,12,11,0.09,,81,42,35.4,6,,,,,,,,,,
39261,65339,Cam,8,1,42.49,,60,19,27.9,6.02,,53,,,,,,,,
23380,31662,Cam,5,1,36.02,,61,4,42.4,6.03,,,,,,,,,,
30794,44472,Cam,6,28,14.49,,70,32,7,6.03,,,,,,,,,,
19730,26076,Cam,4,13,44.81,,72,7,34.4,6.05,,,,,,,,,,
23442,31312,Cam,5,2,19.79,,74,16,9.4,6.05,,,,,,,,,,
26942,37601,Cam,5,43,1.66,,56,34,53.2,6.05,,24,,,,,,,,
19823,26553,Cam,4,15,1.8,,57,27,37.3,6.06,,,,,,,,,,
23743,32357,Cam,5,6,12.14,,59,1,17.1,6.08,,12,,,,,,,,
17707,23383,Cam,3,47,32.12,,55,55,19.4,6.09,,,,,,,,,,
23216,31579,Cam,4,59,46.34,,53,9,19.7,6.09,,8,,,,,,,,
39340,65448,Cam,8,2,30.82,,63,5,25.2,6.09,,,,,,,,,,
23617,31590,Cam,5,4,39.65,,74,4,1.2,6.1,,,,,,,,,,
56253,99945,Cam,11,31,51.08,,81,7,37.8,6.12,,,,,,,,,,
